date,open,high,low,close,volume,tic,day
2020-01-02,71.6270995236096,72.68129646149221,71.37322569622376,72.620849609375,135480400,AAPL,3
2020-01-02,67.09970156760528,68.1083755493164,67.00415768648521,68.1083755493164,27278000,GOOGL,3
2020-01-02,151.28912308572728,153.14712365624922,150.86035596005522,153.0423126220703,22622100,MSFT,3
2020-01-03,71.84711763961168,72.67644657227763,71.68995732022762,71.9148178100586,146322800,AAPL,4
2020-01-03,67.07929686090621,68.36066912200879,67.04545444931702,67.7520751953125,23408000,GOOGL,4
2020-01-03,150.8508226765117,152.4039130274651,150.60307959140601,151.13665771484375,21116200,MSFT,4
2020-01-06,71.03471685901826,72.52654087038833,70.78325591626742,72.48785400390625,118387200,AAPL,0
2020-01-06,67.25992638011208,69.58332136437583,67.22858209701914,69.55794525146484,46768000,GOOGL,0
2020-01-06,149.6693128510685,151.59401776506908,149.12619721864283,151.52731323242188,20813700,MSFT,0
2020-01-07,72.49752942348555,72.75382346407903,71.92691473047077,72.14694213867188,108872000,AAPL,1
2020-01-07,69.68981296449783,69.84109012983315,69.24693070667955,69.423583984375,34330000,GOOGL,1
2020-01-07,151.8036064144559,152.13708538758584,149.89796243459426,150.14569091796875,21634100,MSFT,1
2020-01-08,71.84954784350802,73.60975989811726,71.84954784350802,73.30752563476562,132079200,AAPL,2
2020-01-08,69.40915447916457,70.25660431481994,69.30017841973043,69.917724609375,35314000,GOOGL,2
2020-01-08,151.43201531179338,153.21380259511494,150.4982536880769,152.53729248046875,27746500,MSFT,2
2020-01-09,74.28674110091968,75.05804331745496,74.03528757623693,74.86461639404297,170108400,AAPL,3
2020-01-09,70.75820366435225,71.09409928302898,70.17499344034695,70.65171813964844,33200000,GOOGL,3
2020-01-09,154.20474183695646,154.56681892653168,153.4329581787887,154.4429473876953,21385000,MSFT,3
2020-01-10,75.09915419080262,75.59965578823589,74.5309524288927,75.03386688232422,140644800,AAPL,4
2020-01-10,71.13340830145955,71.4056054391935,70.642256782346,71.10802459716797,26258000,GOOGL,4
2020-01-10,155.13853526304973,155.51965837091927,153.57589271960666,153.7283477783203,20725900,MSFT,4
2020-01-13,75.35062901064134,76.66353282405201,75.23214816687168,76.63693237304688,121532000,AAPL,0
2020-01-13,71.42103622672836,71.73105459235768,70.92939109321708,71.65890502929688,30730000,GOOGL,0
2020-01-13,154.12851888184957,155.605396247963,153.652107766259,155.57681274414062,21626500,MSFT,0
2020-01-14,76.57406362681236,76.78441745974806,75.47876712733354,75.6020736694336,161954400,AAPL,1
2020-01-14,71.65740633981173,71.78828087353631,71.04881242286127,71.18914794921875,26076000,GOOGL,1
2020-01-14,155.68162992630803,155.8817289998893,154.09041848199348,154.4810791015625,23477400,MSFT,1
2020-01-15,75.4014053711113,76.28392794287467,74.84528990021097,75.27809143066406,121923600,AAPL,2
2020-01-15,71.31007165217136,71.69622595906601,71.24239441964515,71.61759948730469,21550000,GOOGL,2
2020-01-15,154.94794349384517,156.20567579261396,154.9003140143662,155.4815216064453,21417900,MSFT,2
2020-01-16,75.82210636141797,76.33228158869747,75.45942527825108,76.22105407714844,108829200,AAPL,3
2020-01-16,71.92861081434542,72.18986633810621,71.65740833978604,72.16299438476562,26080000,GOOGL,3
2020-01-16,156.59633079076963,158.39716412587353,156.29142071509088,158.33045959472656,23865400,MSFT,3
2020-01-17,76.47007821096346,77.06729322689777,76.16301095015437,77.06488037109375,137816400,AAPL,4
2020-01-17,72.77904882974998,73.67526155402983,72.48097438508057,73.62400817871094,52424000,GOOGL,4
2020-01-17,159.5215246364148,159.5691686642497,157.6254028243477,159.2166290283203,34371700,MSFT,4
2020-01-21,76.6925476967564,77.13501540190998,76.40482009407555,76.54264068603516,110843200,AAPL,1
2020-01-21,73.59813193167503,74.13954981671559,73.16072423104607,73.7598648071289,48930000,GOOGL,1
2020-01-21,158.81635265366114,160.2551230759424,158.57814717065128,158.6448516845703,29517200,MSFT,1
2020-01-22,77.02861598860008,77.36953706088629,76.7215486894379,76.81584930419922,101832400,AAPL,2
