tech,sent,macro,risk
0.27272727272727276,0.27272727272727276,0.27272727272727276,0.18181818181818185
0.2474747474747475,0.2474747474747475,0.2474747474747475,0.25757575757575757
0.2704315886134068,0.2704315886134068,0.17952249770431586,0.27961432506887046
