date,open,high,low,close,volume,tic,day
2025-01-02,248.3309608077005,248.5005651105234,241.23808511721737,243.26319885253906,55740700,AAPL,3
2025-01-02,190.43067970164262,191.7791328258186,187.2843094002135,189.2120819091797,20370800,GOOGL,3
2025-01-02,423.90026204092493,424.43820240788705,413.2611726539346,416.97686767578125,16896500,MSFT,3
2025-01-03,242.7743682861328,243.5923870862029,241.3079045417172,242.7743682861328,40244100,AAPL,4
2025-01-03,191.14985143368122,192.9877463613902,189.76145103861666,191.56936645507812,18596200,GOOGL,4
2025-01-03,419.4672816518615,422.40599553232005,417.93320162542307,421.7286071777344,16662900,MSFT,4
2025-01-06,243.72207367593157,246.73481040856498,242.61474424512696,244.41041564941406,45045600,AAPL,0
2025-01-06,193.75684931380115,197.99197728329852,193.6270092243641,196.64352416992188,29563600,GOOGL,0
2025-01-06,426.3607841744266,432.6565862275622,423.85044657634234,426.21136474609375,20573600,MSFT,0
2025-01-07,242.3952722906863,244.9590949760797,240.76920518354387,241.62713623046875,40856000,AAPL,1
2025-01-07,196.8832529983184,200.7687774852745,194.37614589069548,195.26512145996094,26487200,GOOGL,1
2025-01-07,427.356962317073,429.00063686122985,419.18835553907815,420.7523498535156,18139100,MSFT,1
2025-01-08,241.33781457710975,243.12351544341067,239.47231962725974,242.11593627929688,37628900,AAPL,2
2025-01-08,192.3484808074723,196.06418741382137,192.1586969389352,193.7268829345703,24864800,GOOGL,2
2025-01-08,421.8381668103431,425.3347334633813,419.9255373117582,422.9339599609375,15054600,MSFT,2
2025-01-10,239.4324132245663,239.58206138453855,232.4392881886217,236.280029296875,61710900,AAPL,4
2025-01-10,194.07648645979594,196.29393386115163,190.09107094303815,191.81907653808594,26665200,GOOGL,4
2025-01-10,423.0036976315441,423.0833778600729,413.4304875422897,417.345458984375,20201100,MSFT,4
2025-01-13,232.96802072299363,234.10527676213235,229.16719172961072,233.83592224121094,49630700,AAPL,0
2025-01-13,189.8513620671916,190.96007055747594,187.14447278422705,190.79026794433594,21823700,GOOGL,0
2025-01-13,413.6496498082875,416.8971739621178,410.71096634455273,415.5921936035156,17604800,MSFT,0
2025-01-14,234.1850763475817,235.55177458449063,231.9105643637605,232.71861267089844,39435300,AAPL,1
2025-01-14,191.02000242961614,191.75914137705388,188.0933651847724,189.4418182373047,17174900,GOOGL,1
2025-01-14,416.2098216251219,418.13242259689986,409.1469793562449,414.0780334472656,16935900,MSFT,1
2025-01-15,234.07533889356793,238.38495013235746,233.86583756026477,237.2975616455078,39832000,AAPL,2
2025-01-15,192.8678659974796,196.1341084636535,191.6392852545324,195.32504272460938,21776000,GOOGL,2
2025-01-15,417.5247525233758,426.51019531397225,416.6680304830878,424.67724609375,19637800,MSFT,2
2025-01-16,236.77883010316478,237.4372302632713,227.4812511099753,227.710693359375,71759100,AAPL,3
2025-01-16,193.91666057341888,195.2551153784116,192.58818877757312,192.68807983398438,17815400,GOOGL,3
2025-01-16,427.0581034768278,427.8450559110229,422.76461308505725,422.953857421875,15300000,MSFT,3
2025-01-17,231.5614090278119,231.73099810398455,227.93016912923343,229.4265594482422,68488300,AAPL,4
2025-01-17,196.3039099407615,197.00310160992169,193.52710928235737,195.77452087402344,27735100,GOOGL,4
2025-01-17,432.4274589059452,432.81597982276594,426.53014915865293,427.3868408203125,26197500,MSFT,4
2025-01-21,223.46094530610958,223.87993275191027,218.85206818023312,222.10421752929688,98070400,AAPL,1
2025-01-21,198.84100497169504,202.05728678766425,197.6423732117847,197.82217407226562,29971300,GOOGL,1
2025-01-21,428.55238804454143,429.2496888722742,423.9699995165458,426.85888671875,26085700,MSFT,1
2025-01-22,219.26106511921876,223.58064673096774,219.26106511921876,223.29135131835938,64126500,AAPL,2
2025-01-22,198.83100862292844,200.24937329507208,197.30276987978317,198.1417999267578,26200600,GOOGL,2
2025-01-22,435.8841650351672,445.5569677171093,434.33014218783535,444.4910888671875,27803800,MSFT,2
2025-01-23,224.19918327232872,226.4836658384098,221.76505253825962,223.1217803955078,60234800,AAPL,3
2025-01-23,197.91206263871854,200.06958147081755,194.97544232412307,197.7522430419922,26951400,GOOGL,3
