date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
2022-01-03,AAPL,174.54290230186947,179.49955854778523,174.42512523500616,178.6456298828125,104487900.0,0.0,0.0,180.71840156258992,174.30558525381633,0.0,-66.66666666666667,100.0,178.6456298828125,178.6456298828125,16.600000381469727,0.0
2022-01-03,GOOGL,144.36477967492633,145.1569973040858,143.0291700315321,144.3015899658203,28646000.0,0.0,0.0,180.71840156258992,174.30558525381633,0.0,-66.66666666666667,100.0,144.3015899658203,144.3015899658203,16.600000381469727,0.0
2022-01-03,MSFT,325.62065382806765,328.1937646958434,320.2122465111482,325.0380554199219,28865100.0,0.0,0.0,180.71840156258992,174.30558525381633,0.0,-66.66666666666667,100.0,325.0380554199219,325.0380554199219,16.600000381469727,0.0
2022-01-04,AAPL,179.25420553725706,179.55847298837972,175.80907606705392,176.37835693359375,99310400.0,1.0,-0.05086830334786896,180.71840156258992,174.30558525381633,0.0,-66.66666666666667,100.0,177.51199340820312,177.51199340820312,16.90999984741211,0.0
2022-01-04,GOOGL,144.7041819007758,145.78800478376272,143.03268400586742,143.71243286132812,28400000.0,1.0,-0.013218268370053465,144.84020538111554,143.1738174460329,0.0,66.66666666666667,100.0,144.00701141357422,144.00701141357422,16.90999984741211,0.0
2022-01-04,MSFT,325.1156931532872,325.4749833768508,316.6584013250783,319.4645690917969,32674300.0,1.0,-0.12504616761827947,330.13341221079475,314.369212300924,0.0,-66.66666666666667,100.0,322.2513122558594,322.2513122558594,16.90999984741211,0.0
2022-01-05,AAPL,176.2900014242933,176.83964771384632,171.4118681394032,171.6866912841797,94537600.0,2.0,-0.21030458620811032,182.66853942999558,168.47191263706173,0.0,-100.00000000000158,97.44281101702106,175.57022603352866,175.57022603352866,19.729999542236328,0.0
2022-01-05,GOOGL,143.7328164404052,143.81193646128006,137.03285410456272,137.1194305419922,54618000.0,2.0,-0.22129130497441452,149.68603668819557,133.73626555789818,0.0,-100.00000000000001,81.54335845262054,141.71115112304688,141.71115112304688,19.729999542236328,0.0
2022-01-05,MSFT,316.4059615017749,316.6098902048438,306.8126302270797,307.2010192871094,40054300.0,2.0,-0.539625583196198,335.48499562909717,298.9841002367882,0.0,-100.00000000000001,100.0,317.2345479329427,317.2345479329427,19.729999542236328,0.0
2022-01-06,AAPL,169.50773661732023,172.05968310015797,168.46733250526367,168.8206787109375,96904000.0,3.0,-0.38114159406171666,182.77930429355246,164.98637411220926,0.0,-106.97655960131638,98.48136319357546,173.88283920288086,173.88283920288086,19.610000610351562,0.0
2022-01-06,GOOGL,136.34664244900424,139.2741441048197,135.9087336140623,137.09207153320312,37348000.0,3.0,-0.3114914995479978,148.53980756449513,132.57295488667674,0.0,-88.47610649765733,84.30468403088346,140.55638122558594,140.55638122558594,19.610000610351562,0.0
2022-01-06,MSFT,304.0647280316112,309.45372640637964,302.45288523458527,304.7735595703125,39646100.0,3.0,-0.8026020841647892,333.54425365339006,294.69434803118025,0.0,-87.85599447379705,100.0,314.11930084228516,314.11930084228516,19.610000610351562,0.0
2022-01-07,AAPL,169.69424129913546,170.92113587009246,167.86862157848182,168.987548828125,86709100.0,4.0,-0.45930773285743953,181.7655762403601,164.04198601549925,1.780998639944272,-87.6560007611812,98.60088383028337,172.90378112792968,172.90378112792968,18.760000228881836,0.0
2022-01-07,GOOGL,137.48816060615565,137.78972784408742,135.1204826896513,136.3650360107422,29760000.0,4.0,-0.38287767261402905,147.5829212616468,131.85330310358756,0.0,-83.53752901663763,85.84129316013235,139.71811218261718,139.71811218261718,18.760000228881836,0.0
2022-01-07,MSFT,305.0356884344486,307.3175147707154,301.0934819267639,304.92889404296875,32720000.0,4.0,-0.9224216709753819,331.004666160178,293.5577728046658,0.8177222488335474,-75.73908269302181,100.0,312.2812194824219,312.2812194824219,18.760000228881836,0.0
2022-01-10,AAPL,165.95465755063788,169.31143906710747,165.06147477041716,169.00717163085938,106765600.0,0.0,-0.49682364191875195,180.79527749236678,163.71341493113584,1.993335270547064,-88.34496595049947,98.98741960153471,172.2543462117513,172.2543462117513,19.399999618530273,0.0
2022-01-10,GOOGL,134.43528635965367,138.1589847256294,132.5308930765843,138.0096893310547,44408000.0,0.0,-0.348267277422849,146.60484512983476,132.26190495154543,18.59857767957233,-74.5925952838114,89.3761082200258,139.4333750406901,139.4333750406901,19.399999618530273,0.0
2022-01-10,MSFT,300.5109027560878,305.5891778942772,295.8501747506654,305.1522216796875,44289500.0,0.0,-0.9675614107859474,328.82256823954026,293.363538124392,2.0094793792256525,-80.2211787538845,100.0,311.0930531819661,311.0930531819661,19.399999618530273,0.0
2022-01-11,AAPL,169.13475736538487,171.94187730471353,167.66248412220455,171.84373474121094,76138300.0,1.0,-0.3838242567096586,179.99863130788768,164.39274355260338,25.936781429688338,-34.900546928901896,56.95401371778415,172.19568743024553,172.19568743024553,18.40999984741211,0.0
2022-01-11,GOOGL,137.3503290474821,139.54881766216988,136.0420848882387,139.0710906982422,28730000.0,1.0,-0.27198924066007635,145.9339723332411,132.82926793601112,27.589602524388994,-29.569126303674032,66.32202843835012,139.3816201346261,139.3816201346261,18.40999984741211,0.0
2022-01-11,MSFT,304.2880584070521,307.42432897382355,300.899321615518,305.8416442871094,29386800.0,1.0,-0.9486120512918319,327.00733134060664,293.67837248193797,5.630665770878949,-53.407709672561005,84.5193937323167,310.3428519112723,310.3428519112723,18.40999984741211,0.0
2022-01-12,AAPL,172.86452151388104,173.90492564658769,171.58856322387598,172.28543090820312,74805200.0,2.0,-0.2808763307837694,179.43130635416992,164.98250437581055,28.74108292193462,7.8432363913033845,34.947120960956035,172.20690536499023,172.20690536499023,17.6200008392334,0.0
2022-01-12,GOOGL,140.4783702161075,141.9294404967946,140.02504742905134,140.75753784179688,26108000.0,2.0,-0.13626214647018742,145.69743298753582,133.4097867085091,38.71569830978526,33.154959619623256,36.810411452776336,139.55360984802246,139.55360984802246,17.6200008392334,0.0
2022-01-12,MSFT,310.3956001101081,314.0270840292815,307.88071630388504,309.03619384765625,34372200.0,2.0,-0.7687213372512929,325.6354708485141,294.7235684581265,19.83161336138103,0.07533316338903617,43.24991658296253,310.1795196533203,310.1795196533203,17.6200008392334,0.0
2022-01-13,AAPL,172.53080900021536,173.35527850038557,168.61455640929785,169.00717163085938,84505800.0,3.0,-0.3679595504172255,178.9378684554169,164.7648903336456,22.267594782772974,-40.92571297174551,46.66685412697584,171.85137939453125,171.85137939453125,20.309999465942383,0.0
2022-01-13,GOOGL,140.86651857043935,142.1702980929826,137.75041975538085,137.92758178710938,31436000.0,3.0,-0.18060482024520752,145.22130214025844,133.52457798669468,30.56349365930565,-8.256658631806971,46.239126850192456,139.37294006347656,139.37294006347656,20.309999465942383,0.0
2022-01-13,MSFT,311.172356970201,311.5704653903933,295.1801920885378,295.9569702148437,45366000.0,3.0,-1.2813618705746421,325.88877806863377,291.3096946961232,12.111974611317706,-88.04680736385976,60.727885157098584,308.5992363823785,308.5992363823785,20.309999465942383,0.0
2022-01-14,AAPL,168.17289299389805,170.56779364905069,167.92751407393143,169.8709259033203,80440800.0,4.0,-0.37988924021001935,178.4509359378382,164.8557321529821,26.76365439554965,-57.05566718966094,48.86829134325424,171.65333404541016,171.65333404541016,19.190000534057617,0.0
2022-01-14,GOOGL,136.426740644181,140.07232082607686,136.3466335227671,138.8168182373047,29662000.0,4.0,-0.1636287419306086,144.84242304542025,133.7922327162985,35.011690891883646,-32.0155408881865,50.915068722986156,139.31732788085938,139.31732788085938,19.190000534057617,0.0
2022-01-14,MSFT,295.42293023044414,301.8023248577446,294.93743650779754,301.2003173828125,39846400.0,4.0,-1.356291576866056,324.81846009835004,290.9002288664937,24.327857632079542,-91.93866351685972,60.965592650541964,307.8593444824219,307.8593444824219,19.190000534057617,0.0
2022-01-18,AAPL,168.33976049469968,169.35072051668112,166.27858641059555,166.661376953125,90956700.0,1.0,-0.5541727433604535,178.3162843392918,164.08275518929483,21.895522648256886,-95.66548501131248,53.62130427284223,171.1995197642933,171.1995197642933,22.790000915527344,0.0
2022-01-18,GOOGL,135.52705085012096,136.47899680734477,134.79405929684148,135.35089111328125,34872000.0,1.0,-0.3337160479355532,144.71824963038995,133.195235809951,27.82463427367456,-105.70611901748059,55.35754865176864,138.95674272017047,138.95674272017047,22.790000915527344,0.0
2022-01-18,MSFT,295.2481695047707,300.8119087883123,292.9857520873315,293.8693542480469,42333200.0,1.0,-1.7819773469329334,324.75401524526774,288.4210391315079,20.255750652584496,-111.62126801225916,62.83644479638531,306.5875271883878,306.5875271883878,22.790000915527344,0.0
2022-01-19,AAPL,166.85766697028808,167.91770571060235,162.87271567304091,163.1573486328125,94815000.0,2.0,-0.8668889066854888,178.75142996282966,162.30724771051018,18.164077107900127,-141.9487661617304,61.306671063350336,170.52933883666992,170.52933883666992,23.850000381469727,0.0
2022-01-19,GOOGL,135.87388991456638,137.30306172956688,134.37306968151069,134.4735870361328,28648000.0,2.0,-0.5020665533131705,144.6557734969473,132.51051932938736,26.40530504229146,-98.09440559679611,48.00261130280652,138.58314641316733,138.58314641316733,23.850000381469727,0.0
2022-01-19,MSFT,297.4037769741022,304.80269716461635,293.9179353193775,294.5296325683594,45933900.0,2.0,-2.0335556521237663,324.2504188130871,286.9149864603504,21.48031919238737,-85.88747067000996,47.84727557590046,305.58270263671875,305.58270263671875,23.850000381469727,0.0
2022-01-20,AAPL,163.8934453067467,166.5435340208892,161.14519905711342,161.46910095214844,91420500.0,3.0,-1.1826740680829175,179.1719389862181,160.4928559356569,16.742006656388455,-154.2663184808243,64.40188320765256,169.8323974609375,169.8323974609375,25.59000015258789,0.0
2022-01-20,GOOGL,135.60170661619608,136.97116649417453,132.33183224033456,132.67320251464844,29908000.0,3.0,-0.7219601557277429,144.80316167918025,131.4539090089207,23.82524701207079,-121.9452086840711,53.6280607981022,138.12853534405048,138.12853534405048,25.59000015258789,0.0
